t,x,y,z,vx,vy,vz,ax,ay,az,jx,jy,jz,yaw,dyaw,power,mode_xy,mode_z
9.420000,-0.902277153,-0.923918098,1.925314473,1.920070854,0.596182720,0.079603329,-3.178925854,-0.677621742,0.377207224,-3.016528777,7.794922573,-1.251885583,0.000000000,0.000000000,true,0,0
9.430000,-0.883235884,-0.917988849,1.926129157,1.888134437,0.589797702,0.083312279,-3.207991102,-0.599241610,0.364530952,-2.796745678,7.879132618,-1.283069269,0.000000000,0.000000000,true,0,0
9.440000,-0.864515396,-0.912119518,1.926980291,1.855918335,0.584200498,0.086892938,-3.234865263,-0.520078512,0.351551833,-2.578311319,7.951515855,-1.312454714,0.000000000,0.000000000,true,0,0
9.450000,-0.846118377,-0.906302189,1.927866578,1.823444391,0.579398347,0.090342366,-3.259561825,-0.440250715,0.338287851,-2.361225700,8.012072286,-1.340041918,0.000000000,0.000000000,true,0,0
9.460000,-0.828047296,-0.900528880,1.928786692,1.790734312,0.575397305,0.093657806,-3.282094273,-0.359876489,0.324756989,-2.145488821,8.060801910,-1.365830881,0.000000000,0.000000000,true,0,0
9.470000,-0.810304406,-0.894791556,1.929739279,1.757809674,0.572202245,0.096836677,-3.302476097,-0.279074100,0.310977228,-1.931100683,8.097704727,-1.389821603,0.000000000,0.000000000,true,0,0
9.480000,-0.792891746,-0.889082136,1.930722962,1.724691914,0.569816856,0.099876580,-3.320720783,-0.197961817,0.296966551,-1.718061285,8.122780737,-1.412014084,0.000000000,0.000000000,true,0,0
9.490000,-0.775811140,-0.883392512,1.931736340,1.691402337,0.568243647,0.102775298,-3.336841818,-0.116657908,0.282742940,-1.506370628,8.136029940,-1.432408324,0.000000000,0.000000000,true,0,0
9.500000,-0.759064201,-0.877714552,1.932777991,1.657962112,0.567483943,0.105530789,-3.350852691,-0.035280641,0.268324379,-1.296028711,8.137452336,-1.451004324,0.000000000,0.000000000,true,0,0
9.510000,-0.742652330,-0.872040120,1.933846472,1.624392272,0.567537885,0.108141195,-3.362766888,0.046051716,0.253728848,-1.087035534,8.127047925,-1.467802082,0.000000000,0.000000000,true,0,0
9.520000,-0.726576718,-0.866361085,1.934940326,1.590713718,0.568404433,0.110604836,-3.372597898,0.127220895,0.238974331,-0.879391098,8.104816707,-1.482801600,0.000000000,0.000000000,true,0,0
9.530000,-0.710838349,-0.860669330,1.936058075,1.556947213,0.570081364,0.112920212,-3.380359206,0.208108628,0.224078810,-0.673095402,8.070758683,-1.496002876,0.000000000,0.000000000,true,0,0
9.540000,-0.695437998,-0.854956768,1.937198231,1.523113388,0.572565273,0.115086002,-3.386064301,0.288596646,0.209060268,-0.468148447,8.024873851,-1.507405912,0.000000000,0.000000000,true,0,0
9.550000,-0.680376237,-0.849215350,1.938359293,1.489232736,0.575851571,0.117101067,-3.389726671,0.368566682,0.193936686,-0.264550232,7.967162213,-1.517010707,0.000000000,0.000000000,true,0,0
9.560000,-0.665653432,-0.843437081,1.939539747,1.455325619,0.579934486,0.118964446,-3.391359802,0.447900467,0.178726048,-0.062300757,7.897623767,-1.524817260,0.000000000,0.000000000,true,0,0
9.570000,-0.651269746,-0.837614028,1.940738073,1.421412259,0.584807065,0.120675358,-3.390977182,0.526479735,0.163446335,0.138599978,7.816258515,-1.530825573,0.000000000,0.000000000,true,0,0
9.580000,-0.637225140,-0.831738334,1.941952744,1.387512749,0.590461171,0.122233202,-3.388592298,0.604186215,0.148115530,0.338151972,7.723066456,-1.535035645,0.000000000,0.000000000,true,0,0
9.590000,-0.623519378,-0.825802230,1.943182226,1.353647043,0.596887486,0.123637558,-3.384218638,0.680901641,0.132751616,0.536355225,7.618047590,-1.537447476,0.000000000,0.000000000,true,0,0
9.600000,-0.610152021,-0.819798046,1.944424982,1.319834961,0.604075506,0.124888184,-3.377869689,0.756507744,0.117372575,0.733209738,7.501201917,-1.538061067,0.000000000,0.000000000,true,0,0
9.610000,-0.597122434,-0.813718220,1.945679477,1.286096188,0.612013549,0.125985019,-3.369558939,0.830886257,0.101996389,0.928715511,7.372529437,-1.536876416,0.000000000,0.000000000,true,0,0
9.620000,-0.584429787,-0.807555317,1.946944171,1.252450276,0.620688745,0.126928182,-3.359299875,0.903918910,0.086641041,1.122872544,7.232030150,-1.533893524,0.000000000,0.000000000,true,0,0
9.630000,-0.572073055,-0.801302035,1.948217529,1.218916640,0.630087047,0.127717969,-3.347105984,0.975487437,0.071324513,1.315680836,7.079704057,-1.529112391,0.000000000,0.000000000,true,0,0
9.640000,-0.560051016,-0.794951217,1.949498020,1.185514561,0.640193220,0.128354861,-3.332990754,1.045473569,0.056064787,1.507140388,6.915551156,-1.522533018,0.000000000,0.000000000,true,0,0
9.650000,-0.548362261,-0.788495865,1.950784119,1.152263185,0.650990849,0.128839515,-3.316967672,1.113759037,0.040879846,1.697251199,6.739571449,-1.514155403,0.000000000,0.000000000,true,0,0
9.660000,-0.537005187,-0.781929153,1.952074306,1.119181522,0.662462337,0.129172767,-3.299050226,1.180225575,0.025787673,1.886013270,6.551764934,-1.503979548,0.000000000,0.000000000,true,0,0
9.670000,-0.525978002,-0.775244435,1.953367073,1.086288450,0.674588903,0.129355637,-3.279251903,1.244754913,0.010806250,2.073426601,6.352131613,-1.492005452,0.000000000,0.000000000,true,0,0
9.680000,-0.515278727,-0.768435258,1.954660921,1.053602709,0.687350584,0.129389321,-3.257586190,1.307228785,-0.004046442,2.259491191,6.140671485,-1.478233115,0.000000000,0.000000000,true,0,0
9.690000,-0.504905195,-0.761495376,1.955954367,1.021142906,0.700726233,0.129275197,-3.234066575,1.367528920,-0.018752419,2.444207041,5.917384550,-1.462662536,0.000000000,0.000000000,true,0,0
9.700000,-0.494855054,-0.754418761,1.957245938,0.988927512,0.714693522,0.129014822,-3.208706545,1.425537053,-0.033293698,2.627574151,5.682270808,-1.445293717,0.000000000,0.000000000,true,0,0
9.710000,-0.485125768,-0.747199612,1.958534181,0.956974864,0.729228940,0.128609932,-3.181519587,1.481134914,-0.047652299,2.809592520,5.435330259,-1.426126657,0.000000000,0.000000000,true,0,0
9.720000,-0.475714620,-0.739832371,1.959817661,0.925303165,0.744307792,0.128062445,-3.152519190,1.534204235,-0.061810237,2.990262149,5.176562903,-1.405161356,0.000000000,0.000000000,true,0,0
9.730000,-0.466618708,-0.732311731,1.961094962,0.893930481,0.759904202,0.127374456,-3.121718840,1.584626749,-0.075749532,3.169583037,4.905968740,-1.382397815,0.000000000,0.000000000,true,0,0
9.740000,-0.457834954,-0.724632652,1.962364689,0.862874743,0.775991110,0.126548243,-3.089132025,1.632284187,-0.089452199,3.347555185,4.623547771,-1.357836032,0.000000000,0.000000000,true,0,0
9.750000,-0.449360098,-0.716790368,1.963625474,0.832153750,0.792540275,0.125586261,-3.054772232,1.677058282,-0.102900258,3.524178593,4.329299994,-1.331476008,0.000000000,0.000000000,true,0,0
9.760000,-0.441190704,-0.708780403,1.964875971,0.801785163,0.809522270,0.124491147,-3.018652949,1.718830765,-0.116075725,3.699453260,4.023225411,-1.303317743,0.000000000,0.000000000,true,0,0
9.770000,-0.433323161,-0.700598582,1.966114863,0.771786511,0.826906490,0.123265715,-2.980787663,1.757483367,-0.128960619,3.873379187,3.705324021,-1.273361238,0.000000000,0.000000000,true,0,0
9.780000,-0.425753683,-0.692241038,1.967340861,0.742175185,0.844661144,0.121912963,-2.941189861,1.792897822,-0.141536956,4.045956374,3.375595823,-1.241606492,0.000000000,0.000000000,true,0,0
9.790000,-0.418478309,-0.683704234,1.968552708,0.712968444,0.862753259,0.120436065,-2.899873031,1.824955861,-0.153786755,4.217184820,3.034040819,-1.208053504,0.000000000,0.000000000,true,0,0
9.800000,-0.411492908,-0.674984962,1.969749179,0.684183410,0.881148679,0.118838376,-2.856850660,1.853539216,-0.165692032,4.387064526,2.680659008,-1.172702276,0.000000000,0.000000000,true,0,0
9.810000,-0.404793178,-0.666080367,1.970929085,0.655837071,0.899812066,0.117123432,-2.812136236,1.878529619,-0.177234806,4.555595491,2.315450390,-1.135552807,0.000000000,0.000000000,true,0,0
9.820000,-0.398374648,-0.656987949,1.972091270,0.627946280,0.918706901,0.115294948,-2.765743246,1.899808801,-0.188397094,4.722777716,1.938414965,-1.096605097,0.000000000,0.000000000,true,0,0
9.830000,-0.392232679,-0.647705583,1.973234618,0.600527756,0.937795478,0.113356819,-2.717685178,1.917258495,-0.199160914,4.888611201,1.549552734,-1.055859145,0.000000000,0.000000000,true,0,0
9.840000,-0.386362464,-0.638231523,1.974358054,0.573598082,0.957038911,0.111313118,-2.667975518,1.930760433,-0.209508283,5.053095945,1.148863695,-1.013314954,0.000000000,0.000000000,true,0,0
9.850000,-0.380759033,-0.628564422,1.975460543,0.547173706,0.976397133,0.109168101,-2.616627755,1.940196347,-0.219421219,5.216231949,0.736347850,-0.968972521,0.000000000,0.000000000,true,0,0
9.860000,-0.375417251,-0.618703335,1.976541093,0.521270942,0.995828891,0.106926202,-2.563655375,1.945447967,-0.228881739,5.378019213,0.312005197,-0.922831847,0.000000000,0.000000000,true,0,0
9.870000,-0.370331821,-0.608647740,1.977598759,0.495905969,1.015291750,0.104592034,-2.509071866,1.946397028,-0.237871862,5.538457736,-0.124164262,-0.874892932,0.000000000,0.000000000,true,0,0
9.880000,-0.365497285,-0.598397542,1.978632642,0.471094830,1.034742095,0.102170392,-2.452890716,1.942925260,-0.246373604,5.697547519,-0.572160529,-0.825155776,0.000000000,0.000000000,true,0,0
9.890000,-0.360908025,-0.587953089,1.979641892,0.446853435,1.054135125,0.099666250,-2.395125412,1.934914395,-0.254368983,5.855288562,-1.031983602,-0.773620380,0.000000000,0.000000000,true,0,0
9.900000,-0.356558265,-0.577315184,1.980625709,0.423197558,1.073424858,0.097084761,-2.335789441,1.922246165,-0.261840017,6.011680864,-1.503633482,-0.720286742,0.000000000,0.000000000,true,0,0
9.910000,-0.352442070,-0.566485093,1.981583347,0.400142837,1.092564130,0.094431257,-2.274896290,1.904802302,-0.268768724,6.166724425,-1.987110169,-0.665154864,0.000000000,0.000000000,true,0,0
9.920000,-0.348553353,-0.555464564,1.982514113,0.377704778,1.111504591,0.091711254,-2.212459448,1.882464539,-0.275137120,6.320419247,-2.482413663,-0.608224745,0.000000000,0.000000000,true,0,0
9.930000,-0.344885868,-0.544255829,1.983417369,0.355898749,1.130196713,0.088930443,-2.148492401,1.855114606,-0.280927224,6.472765328,-2.989543963,-0.549496384,0.000000000,0.000000000,true,0,0
9.940000,-0.341433220,-0.532861626,1.984292538,0.334739985,1.148589782,0.086094697,-2.083008637,1.822634237,-0.286121054,6.623762669,-3.508501071,-0.488969783,0.000000000,0.000000000,true,0,0
9.950000,-0.338188860,-0.521285203,1.985139100,0.314243587,1.166631902,0.083210069,-2.016021644,1.784905162,-0.290700626,6.773411269,-4.039284986,-0.426644941,0.000000000,0.000000000,true,0,0
9.960000,-0.335146091,-0.509530335,1.985956598,0.294424518,1.184269995,0.080282792,-1.947544908,1.741809114,-0.294647958,6.921711129,-4.581895707,-0.362521858,0.000000000,0.000000000,true,0,0
9.970000,-0.332298063,-0.497601331,1.986744636,0.275297609,1.201449800,0.077319277,-1.877591917,1.693227825,-0.297945069,7.068662248,-5.136333236,-0.296600534,0.000000000,0.000000000,true,0,0
9.980000,-0.329637782,-0.485503051,1.987502884,0.256877556,1.218115874,0.074326118,-1.806176158,1.639043027,-0.300573975,7.214264627,-5.702597571,-0.228880969,0.000000000,0.000000000,true,0,0
9.990000,-0.327158107,-0.473240914,1.988231082,0.239178917,1.234211588,0.071310085,-1.733311120,1.579136451,-0.302516694,7.358518266,-6.280688713,-0.159363163,0.000000000,0.000000000,true,0,0
10.000000,-0.324851751,-0.460820913,1.988929033,0.222216119,1.249679136,0.068278131,-1.659010289,1.513389830,-0.303755244,7.501423164,-6.870606662,-0.088047117,0.000000000,0.000000000,true,0,0
10.010000,-0.322711284,-0.448249622,1.989596615,0.206003427,1.264459662,0.065237370,-1.583297411,1.441740005,-0.304278429,7.639901873,-7.455818445,-0.016968736,0.000000000,0.000000000,true,0,0
10.020000,-0.320729136,-0.435534205,1.990233775,0.190554662,1.278494783,0.062194894,-1.506237264,1.364344258,-0.304102197,7.770876941,-8.019791086,0.051836070,0.000000000,0.000000000,true,0,0
10.030000,-0.318897601,-0.422682399,1.990840530,0.175882922,1.291728102,0.059157582,-1.427904884,1.281414981,-0.303249286,7.894348369,-8.562524587,0.118367302,0.000000000,0.000000000,true,0,0
10.040000,-0.317208846,-0.409702496,1.991416966,0.162000555,1.304105345,0.056132088,-1.348375308,1.193164564,-0.301742430,8.010316157,-9.084018947,0.182624961,0.000000000,0.000000000,true,0,0
10.050000,-0.315654920,-0.396603320,1.991963233,0.148919157,1.315574364,0.053124838,-1.267723573,1.099805399,-0.299604365,8.118780305,-9.584274166,0.244609046,0.000000000,0.000000000,true,0,0
10.060000,-0.314227757,-0.383394204,1.992479544,0.136649574,1.326085132,0.050142029,-1.186024714,1.001549877,-0.296857828,8.219740813,-10.063290245,0.304319556,0.000000000,0.000000000,true,0,0
10.070000,-0.312919188,-0.370084971,1.992966175,0.125201903,1.335589748,0.047189633,-1.103353769,0.898610391,-0.293525553,8.313197681,-10.521067183,0.361756493,0.000000000,0.000000000,true,0,0
10.080000,-0.311720948,-0.356685915,1.993423457,0.114585489,1.344042435,0.044273395,-1.019785773,0.791199331,-0.289630276,8.399150910,-10.957604980,0.416919856,0.000000000,0.000000000,true,0,0
10.090000,-0.310624679,-0.343207775,1.993851781,0.104808927,1.351399538,0.041398829,-0.935395763,0.679529089,-0.285194734,8.477600498,-11.372903637,0.469809645,0.000000000,0.000000000,true,0,0
10.100000,-0.309621944,-0.329661715,1.994251590,0.095880063,1.357619527,0.038571225,-0.850258775,0.563812055,-0.280241662,8.548546446,-11.766963152,0.520425860,0.000000000,0.000000000,true,0,0
10.110000,-0.308704228,-0.316059306,1.994623379,0.087805992,1.362662997,0.035795645,-0.764449846,0.444260623,-0.274793796,8.611988754,-12.139783528,0.568768502,0.000000000,0.000000000,true,0,0
10.120000,-0.307862953,-0.302412501,1.994967693,0.080593056,1.366492666,0.033076923,-0.678044012,0.321087182,-0.268873871,8.667927422,-12.491364762,0.614837569,0.000000000,0.000000000,true,0,0
10.130000,-0.307089478,-0.288733616,1.995285123,0.074246851,1.369073376,0.030419665,-0.591116310,0.194504125,-0.262504623,8.716362449,-12.821706856,0.658633062,0.000000000,0.000000000,true,0,0
10.140000,-0.306375111,-0.275035308,1.995576306,0.068772219,1.370372091,0.027828252,-0.503741775,0.064723842,-0.255708788,8.757293837,-13.130809809,0.700154982,0.000000000,0.000000000,true,0,0
10.150000,-0.305711115,-0.261330551,1.995841921,0.064173255,1.370357903,0.025306836,-0.415995445,-0.068041274,-0.248509102,8.790721585,-13.418673621,0.739403328,0.000000000,0.000000000,true,0,0
10.160000,-0.305088716,-0.247632622,1.996082689,0.060453300,1.369002024,0.022859341,-0.327952356,-0.203578833,-0.240928300,8.816645693,-13.685298292,0.776378100,0.000000000,0.000000000,true,0,0
10.170000,-0.304499110,-0.233955072,1.996299367,0.057614947,1.366277793,0.020489464,-0.239687543,-0.341676443,-0.232989118,8.835066161,-13.930683823,0.811079297,0.000000000,0.000000000,true,0,0
10.180000,-0.303933472,-0.220311709,1.996492748,0.055660038,1.362160670,0.018200677,-0.151276045,-0.482121713,-0.224714293,8.845982989,-14.154830213,0.843506921,0.000000000,0.000000000,true,0,0
10.190000,-0.303382961,-0.206716577,1.996663661,0.054589665,1.356628241,0.015996221,-0.062792896,-0.624702250,-0.216126558,8.849396177,-14.357737463,0.873660972,0.000000000,0.000000000,true,0,0
10.200000,-0.302838729,-0.193183930,1.996812964,0.054404169,1.349660215,0.013879113,0.025686867,-0.769205665,-0.207248652,8.845305725,-14.539405571,0.901541448,0.000000000,0.000000000,true,0,0
10.210000,-0.302291929,-0.179728218,1.996941544,0.055103141,1.341238426,0.011852140,0.114088207,-0.915419565,-0.198103308,8.833711632,-14.699834539,0.927148350,0.000000000,0.000000000,true,0,0
10.220000,-0.301733722,-0.166364061,1.997050316,0.056685421,1.331346830,0.009917863,0.202336087,-1.063131558,-0.188713263,8.814613900,-14.839024366,0.950481679,0.000000000,0.000000000,true,0,0
10.230000,-0.301155283,-0.153106228,1.997140218,0.059149101,1.319971509,0.008078614,0.290355472,-1.212129255,-0.179101253,8.788012528,-14.956975053,0.971541433,0.000000000,0.000000000,true,0,0
10.240000,-0.300547810,-0.139969616,1.997212212,0.062491519,1.307100668,0.006336502,0.378071326,-1.362200262,-0.169290013,8.753907515,-15.053686599,0.990327614,0.000000000,0.000000000,true,0,0
10.250000,-0.299902534,-0.126969232,1.997267278,0.066709265,1.292724634,0.004693403,0.465408611,-1.513132190,-0.159302279,8.712298863,-15.129159004,1.006840220,0.000000000,0.000000000,true,0,0
10.260000,-0.299210721,-0.114120166,1.997306416,0.071798179,1.276835862,0.003150969,0.552292291,-1.664712645,-0.149160787,8.663186571,-15.183392268,1.021079253,0.000000000,0.000000000,true,0,0
10.270000,-0.298463683,-0.101437575,1.997330638,0.077753349,1.259428928,0.001710624,0.638647330,-1.816729238,-0.138888273,8.606570638,-15.216386392,1.033044712,0.000000000,0.000000000,true,0,0
10.280000,-0.297652785,-0.088936660,1.997340972,0.084569113,1.240500531,0.000373564,0.724398691,-1.968969576,-0.128507472,8.542451066,-15.228141375,1.042736597,0.000000000,0.000000000,true,0,0
10.290000,-0.296769454,-0.076632641,1.997338457,0.092239060,1.220049498,-0.000859241,0.809471339,-2.121221268,-0.118041120,8.470827854,-15.218657217,1.050154908,0.000000000,0.000000000,true,0,0
10.300000,-0.295805181,-0.064540742,1.997324138,0.100756028,1.198076776,-0.001987049,0.893790236,-2.273271923,-0.107511952,8.391701001,-15.187933919,1.055299646,0.000000000,0.000000000,true,0,0
10.310000,-0.294751536,-0.052676167,1.997299067,0.110112103,1.174585438,-0.003009346,0.977280347,-2.424909149,-0.096942705,8.305070509,-15.135971480,1.058170809,0.000000000,0.000000000,true,0,0
10.320000,-0.293600170,-0.041054078,1.997264303,0.120298622,1.149580679,-0.003925845,1.059866634,-2.575920556,-0.086356115,8.210936376,-15.062769900,1.058768399,0.000000000,0.000000000,true,0,0
10.330000,-0.292342827,-0.029689574,1.997220903,0.131306172,1.123069821,-0.004736486,1.141474062,-2.726093750,-0.075774916,8.109298604,-14.968329179,1.057092414,0.000000000,0.000000000,true,0,0
10.340000,-0.290971344,-0.018597671,1.997169926,0.143124590,1.095062306,-0.005441437,1.222027594,-2.875216342,-0.065221845,8.000157191,-14.852649318,1.053142856,0.000000000,0.000000000,true,0,0
10.350000,-0.289477668,-0.007793279,1.997112426,0.155742961,1.065569704,-0.006041093,1.301452194,-3.023075940,-0.054719637,7.883512139,-14.715730316,1.046919724,0.000000000,0.000000000,true,0,0
10.360000,-0.287853857,0.002708818,1.997049453,0.169149621,1.034605705,-0.006536075,1.379672825,-3.169460151,-0.044291029,7.759363446,-14.557572173,1.038423018,0.000000000,0.000000000,true,0,0
10.370000,-0.286092089,0.012893983,1.996982050,0.183332154,1.002186127,-0.006927235,1.456614451,-3.314156586,-0.033958756,7.627711114,-14.378174890,1.027652738,0.000000000,0.000000000,true,0,0
10.380000,-0.284184672,0.022747748,1.996911251,0.198277396,0.968328908,-0.007215647,1.532202035,-3.456952852,-0.023745553,7.488555141,-14.177538465,1.014608884,0.000000000,0.000000000,true,0,0
10.390000,-0.282124045,0.032255836,1.996838076,0.213971431,0.933054112,-0.007402618,1.606360542,-3.597636558,-0.013674156,7.341895529,-13.955662901,0.999291456,0.000000000,0.000000000,true,0,0
10.400000,-0.279902796,0.041404179,1.996763531,0.230399593,0.896383926,-0.007489679,1.679014934,-3.735995313,-0.003767302,7.187732276,-13.712548195,0.981700454,0.000000000,0.000000000,true,0,0
10.410000,-0.277513658,0.050178944,1.996688609,0.247546466,0.858342663,-0.007478589,1.750090175,-3.871816725,0.005952274,7.026065383,-13.448194349,0.961835879,0.000000000,0.000000000,true,0,0
10.420000,-0.274949525,0.058566550,1.996614280,0.265395883,0.818956758,-0.007371334,1.819511229,-4.004888403,0.015461837,6.856894851,-13.162601362,0.939697729,0.000000000,0.000000000,true,0,0
10.430000,-0.272203455,0.066553692,1.996541496,0.283930927,0.778254769,-0.007170128,1.887203060,-4.134997955,0.024738650,6.680220678,-12.855769234,0.915286006,0.000000000,0.000000000,true,0,0
10.440000,-0.269268679,0.074127360,1.996471183,0.303133930,0.736267380,-0.006877412,1.953090631,-4.261932990,0.033759978,6.496042865,-12.527697966,0.888600708,0.000000000,0.000000000,true,0,0
10.450000,-0.266138611,0.081274864,1.996404244,0.322986475,0.693027399,-0.006495856,2.017098905,-4.385481117,0.042503086,6.304361412,-12.178387556,0.859641837,0.000000000,0.000000000,true,0,0
10.460000,-0.262806849,0.087983849,1.996341552,0.343469394,0.648569755,-0.006028354,2.079152847,-4.505429944,0.050945236,6.105176320,-11.807838007,0.828409392,0.000000000,0.000000000,true,0,0
10.470000,-0.259267188,0.094242323,1.996283953,0.364562767,0.602931505,-0.005478030,2.139177419,-4.621567080,0.059063695,5.898487587,-11.416049316,0.794903373,0.000000000,0.000000000,true,0,0
10.480000,-0.255513627,0.100038674,1.996232256,0.386245927,0.556151828,-0.004848235,2.197097586,-4.733680133,0.066835725,5.684295214,-11.003021485,0.759123780,0.000000000,0.000000000,true,0,0
10.490000,-0.251540375,0.105361693,1.996187241,0.408497454,0.508272024,-0.004142546,2.252838311,-4.841556713,0.074238592,5.462599201,-10.568754513,0.721070614,0.000000000,0.000000000,true,0,0
10.500000,-0.247341857,0.110200592,1.996149646,0.431295179,0.459335523,-0.003364769,2.306324558,-4.944984426,0.081249559,5.233399548,-10.113248400,0.680743873,0.000000000,0.000000000,true,0,0
10.510000,-0.242912727,0.114545032,1.996120172,0.454616180,0.409387873,-0.002518937,2.357481290,-5.043750884,0.087845891,4.996696256,-9.636503147,0.638143559,0.000000000,0.000000000,true,0,0
10.520000,-0.238247868,0.118385138,1.996099480,0.478436789,0.358476751,-0.001609309,2.406233471,-5.137643692,0.094004852,4.752489323,-9.138518752,0.593269670,0.000000000,0.000000000,true,0,0
10.530000,-0.233342407,0.121711522,1.996088184,0.502732585,0.306651953,-0.000640373,2.452506065,-5.226450461,0.099703706,4.500778750,-8.619295218,0.546122208,0.000000000,0.000000000,true,0,0
10.540000,-0.228191716,0.124515304,1.996086854,0.527478395,0.253965403,0.000383155,2.496224034,-5.309958799,0.104919717,4.241564537,-8.078832542,0.496701172,0.000000000,0.000000000,true,0,0
10.550000,-0.222791425,0.126788137,1.996096013,0.552648300,0.200471146,0.001456336,2.537312343,-5.387956315,0.109630151,3.974846684,-7.517130726,0.445006561,0.000000000,0.000000000,true,0,0
10.560000,-0.217137426,0.128522222,1.996116129,0.578215626,0.146225354,0.002573997,2.575695956,-5.460230617,0.113812270,3.700625191,-6.934189769,0.391038377,0.000000000,0.000000000,true,0,0
10.570000,-0.211225879,0.129710333,1.996147623,0.604152953,0.091286319,0.003730744,2.611299835,-5.526569313,0.117443339,3.418900058,-6.330009671,0.334796620,0.000000000,0.000000000,true,0,0
10.580000,-0.205053227,0.130345839,1.996190856,0.630432107,0.035714461,0.004920952,2.644048945,-5.586760013,0.120500624,3.129671285,-5.704590433,0.276281288,0.000000000,0.000000000,true,0,0
10.590000,-0.198616194,0.130422721,1.996246134,0.657024166,-0.020427680,0.006138768,2.673868248,-5.640590325,0.122961387,2.832938872,-5.057932054,0.215492382,0.000000000,0.000000000,true,0,0
10.600000,-0.191911800,0.129935599,1.996313703,0.683899456,-0.077075436,0.007378115,2.700682710,-5.687847857,0.124802893,2.528702819,-4.390034534,0.152429902,0.000000000,0.000000000,true,0,0
10.610000,-0.184937362,0.128879749,1.996393747,0.711027554,-0.134162019,0.008632686,2.724417293,-5.728320218,0.126002406,2.216963126,-3.700897873,0.087093849,0.000000000,0.000000000,true,0,0
10.620000,-0.177690510,0.127251126,1.996486386,0.738377285,-0.191618515,0.009895948,2.744996960,-5.761795017,0.126537191,1.897719793,-2.990522072,0.019484222,0.000000000,0.000000000,true,0,0
10.630000,-0.170169184,0.125046383,1.996591672,0.765916727,-0.249373887,0.011161138,2.762346676,-5.788059863,0.126384512,1.570972820,-2.258907130,-0.050398980,0.000000000,0.000000000,true,0,0
10.640000,-0.162371652,0.122262895,1.996709592,0.793613202,-0.307354972,0.012421270,2.776391405,-5.806902363,0.125521633,1.236722206,-1.506053047,-0.122555755,0.000000000,0.000000000,true,0,0
10.650000,-0.154296508,0.118898782,1.996840057,0.821433288,-0.365486485,0.013669128,2.787056108,-5.818110127,0.123925818,0.894967953,-0.731959824,-0.196986104,0.000000000,0.000000000,true,0,0
10.660000,-0.145942688,0.114952922,1.996982908,0.849342808,-0.423691017,0.014897268,2.794265751,-5.821470762,0.121574332,0.545710060,0.063372540,-0.273690027,0.000000000,0.000000000,true,0,0
10.670000,-0.137309470,0.110424983,1.997137911,0.877306836,-0.481889035,0.016098020,2.797945297,-5.816771879,0.118444439,0.188948527,0.879944045,-0.352667524,0.000000000,0.000000000,true,0,0
10.680000,-0.128396488,0.105315435,1.997304751,0.905289696,-0.539998882,0.017263486,2.798019710,-5.803801084,0.114513403,-0.175316646,1.717754691,-0.433918595,0.000000000,0.000000000,true,0,0
10.690000,-0.119203735,0.099625578,1.997483036,0.933254963,-0.597936776,0.018385542,2.794413952,-5.782345988,0.109758489,-0.547085460,2.576804477,-0.517443239,0.000000000,0.000000000,true,0,0
10.700000,-0.109731571,0.093357559,1.997672290,0.961165458,-0.655616812,0.019455834,2.787052989,-5.752194198,0.104156960,-0.926357913,3.457093404,-0.603241458,0.000000000,0.000000000,true,0,0
10.710000,-0.099980734,0.086514394,1.997871952,0.988983255,-0.712950963,0.020465783,2.775861782,-5.713133322,0.097686081,-1.313134006,4.358621472,-0.691313250,0.000000000,0.000000000,true,0,0
10.720000,-0.089952344,0.079099993,1.998081375,1.016669676,-0.769849074,0.021406582,2.760765296,-5.664950971,0.090323116,-1.707413740,5.281388680,-0.781658616,0.000000000,0.000000000,true,0,0
10.730000,-0.079647910,0.071119174,1.998299823,1.044185293,-0.826218869,0.022269196,2.741688495,-5.607434752,0.082045330,-2.109197113,6.225395029,-0.874277557,0.000000000,0.000000000,true,0,0
10.740000,-0.069069341,0.062577691,1.998526467,1.071489928,-0.881965948,0.023044363,2.718556342,-5.540372273,0.072829987,-2.518484126,7.190640519,-0.969170071,0.000000000,0.000000000,true,0,0
10.750000,-0.058218951,0.053482252,1.998760387,1.098542652,-0.936993786,0.023722595,2.691293800,-5.463551144,0.062654350,-2.935274780,8.177125149,-1.066336159,0.000000000,0.000000000,true,0,0
10.760000,-0.047099467,0.043840541,1.999000564,1.125301786,-0.991203734,0.024294174,2.659825834,-5.376758973,0.051495685,-3.359569073,9.184848921,-1.165775821,0.000000000,0.000000000,true,0,0
10.770000,-0.035714036,0.033661239,1.999245882,1.151724901,-1.044495020,0.024749156,2.624077407,-5.279783369,0.039331255,-3.791367006,10.213811833,-1.267489057,0.000000000,0.000000000,true,0,0
10.780000,-0.024066233,0.022954046,1.999495124,1.177768816,-1.096764749,0.025077370,2.583973482,-5.172411939,0.026138325,-4.230668580,11.264013885,-1.371475866,0.000000000,0.000000000,true,0,0
10.790000,-0.012160070,0.011729699,1.999746972,1.203389602,-1.147907899,0.025268418,2.539439023,-5.054432294,0.011894159,-4.677473793,12.335455079,-1.477736250,0.000000000,0.000000000,true,0,0
10.800000,0.000000000,-0.000000000,2.000000000,1.228542578,-1.197817326,0.025311674,2.490398994,-4.925632041,-0.003423978,-5.131782647,13.428135413,-1.586270207,0.000000000,0.000000000,true,0,0
