t,x,y,z,vx,vy,vz,ax,ay,az,jx,jy,jz,yaw,dyaw,power,mode_xy,mode_z
4.460000,0.645966387,0.217346497,1.483391890,-1.343464509,-0.391982710,-0.176790861,2.018294929,1.277944122,1.745420498,0.964376069,-3.137421340,3.166263555,0.000000000,0.000000000,true,0,0
4.470000,0.632632813,0.213490043,1.481711776,-1.323235109,-0.379360833,-0.159179908,2.027407525,1.246363251,1.776611880,0.857936945,-3.178304824,3.071341911,0.000000000,0.000000000,true,0,0
4.480000,0.619501971,0.209758221,1.480209315,-1.302919927,-0.367056763,-0.141261854,2.035449542,1.214386988,1.806833915,0.750260082,-3.216499719,2.972393989,0.000000000,0.000000000,true,0,0
4.490000,0.606574664,0.206147835,1.478887529,-1.282529728,-0.355074321,-0.123046595,2.042408601,1.182042219,1.836046339,0.641345480,-3.252006028,2.869419788,0.000000000,0.000000000,true,0,0
4.500000,0.593851590,0.202655651,1.477749340,-1.262075406,-0.343417057,-0.104544427,2.048272326,1.149355829,1.864208890,0.531193141,-3.284823748,2.762419308,0.000000000,0.000000000,true,0,0
4.510000,0.581333333,0.199278399,1.476797562,-1.241567974,-0.332088254,-0.085766051,2.053028338,1.116354706,1.891281304,0.419803062,-3.314952881,2.651392549,0.000000000,0.000000000,true,0,0
4.520000,0.569020370,0.196012781,1.476034902,-1.221018573,-0.321090923,-0.066722569,2.056664261,1.083065734,1.917223320,0.307175245,-3.342393427,2.536339511,0.000000000,0.000000000,true,0,0
4.530000,0.556913064,0.192855467,1.475463956,-1.200438464,-0.310427809,-0.047425487,2.059167717,1.049515799,1.941994674,0.193309690,-3.367145384,2.417260195,0.000000000,0.000000000,true,0,0
4.540000,0.545011665,0.189803102,1.475087198,-1.179839034,-0.300101387,-0.027886712,2.060526329,1.015731788,1.965555103,0.078206396,-3.389208754,2.294154600,0.000000000,0.000000000,true,0,0
4.550000,0.533316310,0.186852309,1.474906986,-1.159231795,-0.290113864,-0.008118555,2.060727719,0.981740586,1.987864345,-0.038134636,-3.408583537,2.167022726,0.000000000,0.000000000,true,0,0
4.560000,0.521827017,0.183999689,1.474925549,-1.138628379,-0.280467176,0.011866270,2.059759511,0.947569079,2.008882137,-0.155713407,-3.425269732,2.035864573,0.000000000,0.000000000,true,0,0
4.570000,0.510543690,0.181241824,1.475144990,-1.118040544,-0.271162994,0.032054648,2.057609325,0.913244153,2.028568215,-0.274529917,-3.439267339,1.900680141,0.000000000,0.000000000,true,0,0
4.580000,0.499466114,0.178575283,1.475567276,-1.097480173,-0.262202715,0.052433061,2.054264786,0.878792694,2.046882318,-0.394584165,-3.450576359,1.761469430,0.000000000,0.000000000,true,0,0
4.590000,0.488593955,0.175996620,1.476194238,-1.076959271,-0.253587472,0.072987587,2.049713516,0.844241588,2.063784183,-0.515876151,-3.459196790,1.618232441,0.000000000,0.000000000,true,0,0
4.600000,0.477926757,0.173502380,1.477027567,-1.056489967,-0.245318126,0.093703903,2.043943138,0.809617720,2.079233546,-0.638405876,-3.465128635,1.470969173,0.000000000,0.000000000,true,0,0
4.610000,0.467463943,0.171089102,1.478068807,-1.036084513,-0.237395270,0.114567282,2.036941273,0.774947977,2.093190146,-0.762173340,-3.468371891,1.319679625,0.000000000,0.000000000,true,0,0
4.620000,0.457204813,0.168753319,1.479319352,-1.015755288,-0.229819230,0.135562596,2.028695545,0.740259244,2.105613718,-0.887178542,-3.468926561,1.164363800,0.000000000,0.000000000,true,0,0
4.630000,0.447148541,0.166491561,1.480780447,-0.995514790,-0.222590059,0.156674312,2.019193576,0.705578408,2.116464001,-1.013421482,-3.466792642,1.005021695,0.000000000,0.000000000,true,0,0
4.640000,0.437294179,0.164300362,1.482453174,-0.975375645,-0.215707546,0.177886497,2.008422990,0.670932354,2.125700731,-1.140902161,-3.461970136,0.841653311,0.000000000,0.000000000,true,0,0
4.650000,0.427640648,0.162176256,1.484338457,-0.955350600,-0.209171206,0.199182814,1.996371407,0.636347967,2.133283646,-1.269620579,-3.454459042,0.674258649,0.000000000,0.000000000,true,0,0
4.660000,0.418186744,0.160115786,1.486437055,-0.935452528,-0.202980291,0.220546523,1.983026452,0.601852135,2.139172483,-1.399576735,-3.444259360,0.502837708,0.000000000,0.000000000,true,0,0
4.670000,0.408931131,0.158115502,1.488749555,-0.915694424,-0.197133779,0.241960483,1.968375747,0.567471742,2.143326979,-1.530770629,-3.431371091,0.327390488,0.000000000,0.000000000,true,0,0
4.680000,0.399872345,0.156171967,1.491276373,-0.896089407,-0.191630382,0.263407148,1.952406914,0.533233675,2.145706872,-1.663202262,-3.415794235,0.147916989,0.000000000,0.000000000,true,0,0
4.690000,0.391008789,0.154281756,1.494017747,-0.876650720,-0.186468541,0.284868571,1.935107576,0.499164819,2.146271898,-1.796871634,-3.397528790,-0.035582789,0.000000000,0.000000000,true,0,0
4.700000,0.382338732,0.152441464,1.496973733,-0.857391731,-0.181646432,0.306326402,1.916465355,0.465292061,2.144981795,-1.931778744,-3.376574758,-0.223108845,0.000000000,0.000000000,true,0,0
4.710000,0.373860310,0.150647702,1.500144201,-0.838325931,-0.177161957,0.327761888,1.896467875,0.431642286,2.141796300,-2.067923593,-3.352932139,-0.414661181,0.000000000,0.000000000,true,0,0
4.720000,0.365571524,0.148897107,1.503528832,-0.819466933,-0.173012753,0.349155876,1.875102758,0.398242380,2.136675151,-2.205306180,-3.326600931,-0.610239795,0.000000000,0.000000000,true,0,0
4.730000,0.357470236,0.147186338,1.507127115,-0.800828476,-0.169196187,0.370488805,1.852357626,0.365119229,2.129578083,-2.343926505,-3.297581137,-0.809844688,0.000000000,0.000000000,true,0,0
4.740000,0.349554173,0.145512084,1.510938338,-0.782424421,-0.165709356,0.391740717,1.828220102,0.332299719,2.120464836,-2.483784570,-3.265872754,-1.013475859,0.000000000,0.000000000,true,0,0
4.750000,0.341820920,0.143871063,1.514961591,-0.764268756,-0.162549091,0.412891247,1.802677809,0.299810736,2.109295145,-2.624880372,-3.231475784,-1.221133310,0.000000000,0.000000000,true,0,0
4.760000,0.334267923,0.142260025,1.519195756,-0.746375589,-0.159711950,0.433919631,1.775718369,0.267679166,2.096028749,-2.767213913,-3.194390226,-1.432817040,0.000000000,0.000000000,true,0,0
4.770000,0.326892486,0.140675759,1.523639506,-0.728759154,-0.157194226,0.454804699,1.747329404,0.235931894,2.080625383,-2.910785193,-3.154616081,-1.648527048,0.000000000,0.000000000,true,0,0
4.780000,0.319691769,0.139115089,1.528291301,-0.711433807,-0.154991942,0.475524881,1.717498539,0.204595806,2.063044787,-3.055594211,-3.112153348,-1.868263335,0.000000000,0.000000000,true,0,0
4.790000,0.312662791,0.137574883,1.533149381,-0.694414031,-0.153100850,0.496058203,1.686213394,0.173697789,2.043246696,-3.201640968,-3.067002027,-2.092025901,0.000000000,0.000000000,true,0,0
4.800000,0.305802422,0.136052050,1.538211767,-0.677714428,-0.151516436,0.516382289,1.653461594,0.143264727,2.021190848,-3.348925463,-3.019162119,-2.319814746,0.000000000,0.000000000,true,0,0
4.810000,0.299107386,0.134543548,1.543476253,-0.661349729,-0.150233916,0.536474360,1.619230759,0.113323508,1.996836980,-3.497447697,-2.968633623,-2.551629869,0.000000000,0.000000000,true,0,0
4.820000,0.292574261,0.133046382,1.548940404,-0.645334785,-0.149248237,0.556311234,1.583508514,0.083901017,1.970144830,-3.647207669,-2.915416539,-2.787471272,0.000000000,0.000000000,true,0,0
4.830000,0.286199475,0.131557611,1.554601549,-0.629684571,-0.148554077,0.575869328,1.546282480,0.055024139,1.941074134,-3.798205380,-2.859510868,-3.027338953,0.000000000,0.000000000,true,0,0
4.840000,0.279979304,0.130074347,1.560456781,-0.614414189,-0.148145846,0.595124654,1.507540281,0.026719762,1.909584630,-3.950440829,-2.800916609,-3.271232913,0.000000000,0.000000000,true,0,0
4.850000,0.273909874,0.128593761,1.566502952,-0.599538861,-0.148017684,0.614052824,1.467269538,-0.000985231,1.875636054,-4.103914017,-2.739633763,-3.519153152,0.000000000,0.000000000,true,0,0
4.860000,0.267987158,0.127113080,1.572736665,-0.585073934,-0.148163463,0.632629044,1.425457874,-0.028063952,1.839188146,-4.258624943,-2.675662329,-3.771099669,0.000000000,0.000000000,true,0,0
4.870000,0.262206976,0.125629599,1.579154275,-0.571034881,-0.148576786,0.650828121,1.382092913,-0.054489515,1.800200640,-4.414573608,-2.609002307,-4.027072466,0.000000000,0.000000000,true,0,0
4.880000,0.256564989,0.124140675,1.585751885,-0.557437295,-0.149250986,0.668624457,1.337162277,-0.080235036,1.758633275,-4.571760012,-2.539653698,-4.287071541,0.000000000,0.000000000,true,0,0
4.890000,0.251056706,0.122643733,1.592525335,-0.544296896,-0.150179130,0.685992053,1.290653587,-0.105273627,1.714445788,-4.730184154,-2.467616501,-4.551096895,0.000000000,0.000000000,true,0,0
4.900000,0.245677475,0.121136270,1.599470209,-0.531629525,-0.151354013,0.702904505,1.242554468,-0.129578404,1.667597917,-4.889846034,-2.392890716,-4.819148528,0.000000000,0.000000000,true,0,0
4.910000,0.240422485,0.119615855,1.606581819,-0.519451149,-0.152768162,0.719335009,1.192852541,-0.153122480,1.618049397,-5.050745653,-2.315476344,-5.091226440,0.000000000,0.000000000,true,0,0
4.920000,0.235286768,0.118080135,1.613855212,-0.507777858,-0.154413837,0.735256357,1.141535429,-0.175878969,1.565759967,-5.212883010,-2.235373384,-5.367330631,0.000000000,0.000000000,true,0,0
4.930000,0.230265191,0.116526834,1.621285157,-0.496625866,-0.156283027,0.750640938,1.088590755,-0.197820985,1.510689363,-5.376258106,-2.152581836,-5.647461100,0.000000000,0.000000000,true,0,0
4.940000,0.225352459,0.114953757,1.628866148,-0.486011509,-0.158367452,0.765460739,1.034006141,-0.218921644,1.452797324,-5.540870940,-2.067101701,-5.931617849,0.000000000,0.000000000,true,0,0
4.950000,0.220543113,0.113358796,1.636592394,-0.475951250,-0.160658566,0.779687345,0.977769210,-0.239154058,1.392043585,-5.706721513,-1.978932978,-6.219800876,0.000000000,0.000000000,true,0,0
4.960000,0.215831531,0.111739926,1.644457821,-0.466461674,-0.163147550,0.793291938,0.919867585,-0.258491341,1.328387885,-5.873809825,-1.888075668,-6.512010182,0.000000000,0.000000000,true,0,0
4.970000,0.211211922,0.110095215,1.652456062,-0.457559489,-0.165825319,0.806245296,0.860288888,-0.276906609,1.261789961,-6.042135875,-1.794529770,-6.808245766,0.000000000,0.000000000,true,0,0
4.980000,0.206678327,0.108422822,1.660580458,-0.449261528,-0.168682519,0.818517795,0.799020742,-0.294372975,1.192209549,-6.211699663,-1.698295284,-7.108507630,0.000000000,0.000000000,true,0,0
4.990000,0.202224621,0.106720999,1.668824049,-0.441584747,-0.171709526,0.830079411,0.736050769,-0.310863553,1.119606387,-6.382501190,-1.599372211,-7.412795772,0.000000000,0.000000000,true,0,0
5.000000,0.197844505,0.104988098,1.677179575,-0.434546226,-0.174896448,0.840899713,0.671366592,-0.326351457,1.043940213,-6.554540456,-1.497760550,-7.721110194,0.000000000,0.000000000,true,0,0
5.010000,0.193531512,0.103222571,1.685639470,-0.428163113,-0.178233153,0.850947977,0.604978593,-0.340821953,0.965213421,-6.720989631,-1.397105723,-8.020653318,0.000000000,0.000000000,true,0,0
5.020000,0.189279003,0.101422969,1.694195861,-0.422451996,-0.181709608,0.860194356,0.536988192,-0.354308912,0.883599043,-6.875020887,-1.301053153,-8.298627570,0.000000000,0.000000000,true,0,0
5.030000,0.185080180,0.099587945,1.702840591,-0.417428277,-0.185316207,0.868611052,0.467519569,-0.366858357,0.799312766,-7.016634225,-1.209602837,-8.555032949,0.000000000,0.000000000,true,0,0
5.040000,0.180928098,0.097716242,1.711565231,-0.413106118,-0.189043804,0.876172424,0.396696901,-0.378516310,0.712570280,-7.145829644,-1.122754778,-8.789869455,0.000000000,0.000000000,true,0,0
5.050000,0.176815676,0.095806694,1.720361110,-0.409498439,-0.192883715,0.882854989,0.324644369,-0.389328793,0.623587273,-7.262607143,-1.040508975,-9.003137089,0.000000000,0.000000000,true,0,0
5.060000,0.172735709,0.093858221,1.729219330,-0.406616916,-0.196827715,0.888637420,0.251486151,-0.399341830,0.532579434,-7.366966724,-0.962865428,-9.194835850,0.000000000,0.000000000,true,0,0
5.070000,0.168680882,0.091869819,1.738130794,-0.404471987,-0.200868040,0.893500547,0.177346427,-0.408601443,0.439762452,-7.458908386,-0.889824136,-9.364965739,0.000000000,0.000000000,true,0,0
5.080000,0.164643783,0.089840563,1.747086220,-0.403072845,-0.204997386,0.897427358,0.102349376,-0.417153654,0.345352016,-7.538432129,-0.821385101,-9.513526755,0.000000000,0.000000000,true,0,0
5.090000,0.160616913,0.087769597,1.756076170,-0.402427444,-0.209208908,0.900402995,0.026619178,-0.425044486,0.249563814,-7.605537953,-0.757548321,-9.640518898,0.000000000,0.000000000,true,0,0
5.100000,0.156592699,0.085656132,1.765091067,-0.402542492,-0.213496224,0.902414760,-0.049719990,-0.432319961,0.152613534,-7.660225858,-0.698313797,-9.745942169,0.000000000,0.000000000,true,0,0
5.110000,0.152563510,0.083499440,1.774121217,-0.403423459,-0.217853410,0.903452111,-0.126543946,-0.439026103,0.054716866,-7.702495844,-0.643681529,-9.829796567,0.000000000,0.000000000,true,0,0
5.120000,0.148521663,0.081298849,1.783156833,-0.405074573,-0.222275002,0.903506662,-0.203728513,-0.445208933,-0.043910501,-7.732347912,-0.593651517,-9.892082092,0.000000000,0.000000000,true,0,0
5.130000,0.144459441,0.079053742,1.792188053,-0.407498818,-0.226755997,0.902572184,-0.281149511,-0.450914474,-0.143052879,-7.749782060,-0.548223761,-9.932798745,0.000000000,0.000000000,true,0,0
5.140000,0.140369103,0.076763547,1.801204966,-0.410697937,-0.231291854,0.900644607,-0.358682761,-0.456188749,-0.242494580,-7.754798290,-0.507398260,-9.951946525,0.000000000,0.000000000,true,0,0
5.150000,0.136242898,0.074427736,1.810197628,-0.414672433,-0.235878488,0.897722014,-0.436204084,-0.461077780,-0.342019913,-7.747396600,-0.471175016,-9.949525433,0.000000000,0.000000000,true,0,0
5.160000,0.132073072,0.072045820,1.819156090,-0.419421565,-0.240512279,0.893804649,-0.513589300,-0.465627590,-0.441413192,-7.727576992,-0.439554027,-9.925535468,0.000000000,0.000000000,true,0,0
5.170000,0.127851891,0.069617344,1.828070413,-0.424943351,-0.245190063,0.888894909,-0.590714231,-0.469884201,-0.540458727,-7.695339465,-0.412535295,-9.879976630,0.000000000,0.000000000,true,0,0
5.180000,0.123571641,0.067141881,1.836930695,-0.431234568,-0.249909139,0.882997352,-0.667454697,-0.473893637,-0.638940828,-7.650684019,-0.390118818,-9.812848920,0.000000000,0.000000000,true,0,0
5.190000,0.119224649,0.064619031,1.845727089,-0.438290750,-0.254667265,0.876118690,-0.743686518,-0.477701918,-0.736643809,-7.593610654,-0.372304597,-9.724152337,0.000000000,0.000000000,true,0,0
5.200000,0.114803295,0.062048411,1.854449828,-0.446106189,-0.259462660,0.868267792,-0.819285517,-0.481355069,-0.833351979,-7.524119370,-0.359092632,-9.613886882,0.000000000,0.000000000,true,0,0
5.210000,0.110300018,0.059429658,1.863089241,-0.454673937,-0.264294003,0.859455685,-0.894127513,-0.484899112,-0.928849650,-7.442210167,-0.350482923,-9.482052553,0.000000000,0.000000000,true,0,0
5.220000,0.105707335,0.056762415,1.871635781,-0.463985802,-0.269160432,0.849695553,-0.968088327,-0.488380069,-1.022921134,-7.347883046,-0.346475469,-9.328649353,0.000000000,0.000000000,true,0,0
5.230000,0.101017852,0.054046333,1.880080043,-0.474032352,-0.274061547,0.839002736,-1.041043780,-0.491843962,-1.115350741,-7.241138005,-0.347070272,-9.153677279,0.000000000,0.000000000,true,0,0
5.240000,0.096224275,0.051281068,1.888412785,-0.484802913,-0.278997408,0.827394730,-1.112869694,-0.495336815,-1.205922783,-7.121975046,-0.352267330,-8.957136333,0.000000000,0.000000000,true,0,0
5.250000,0.091319420,0.048466268,1.896624952,-0.496285567,-0.283968533,0.814891191,-1.183441888,-0.498904650,-1.294421571,-6.990394167,-0.362066645,-8.739026514,0.000000000,0.000000000,true,0,0
5.260000,0.086296233,0.045601576,1.904707696,-0.508467157,-0.288975904,0.801513928,-1.252636184,-0.502593489,-1.380631417,-6.846395370,-0.376468215,-8.499347823,0.000000000,0.000000000,true,0,0
5.270000,0.081147795,0.042686624,1.912652398,-0.521333284,-0.294020960,0.787286911,-1.320328403,-0.506449355,-1.464336632,-6.689978654,-0.395472041,-8.238100259,0.000000000,0.000000000,true,0,0
5.280000,0.075867338,0.039721025,1.920450689,-0.534868305,-0.299105601,0.772236264,-1.386394364,-0.510518270,-1.545321526,-6.521144019,-0.419078123,-7.955283822,0.000000000,0.000000000,true,0,0
5.290000,0.070448256,0.036704372,1.928094472,-0.549055336,-0.304232189,0.756390267,-1.450709890,-0.514846258,-1.623370412,-6.339891465,-0.447286461,-7.650898513,0.000000000,0.000000000,true,0,0
5.300000,0.064884118,0.033636232,1.935575944,-0.563876254,-0.309403543,0.739779361,-1.513150801,-0.519479340,-1.698267600,-6.146220992,-0.480097055,-7.324944331,0.000000000,0.000000000,true,0,0
5.310000,0.059168682,0.030516141,1.942887618,-0.579311690,-0.314622946,0.722436140,-1.573592917,-0.524463540,-1.769797402,-5.940132600,-0.517509904,-6.977421277,0.000000000,0.000000000,true,0,0
5.320000,0.053295905,0.027343601,1.950022341,-0.595341035,-0.319894138,0.704395356,-1.631912059,-0.529844879,-1.837744129,-5.721626289,-0.559525010,-6.608329350,0.000000000,0.000000000,true,0,0
5.330000,0.047259954,0.024118072,1.956973322,-0.611942440,-0.325221321,0.685693920,-1.687984049,-0.535669381,-1.901892093,-5.490702060,-0.606142371,-6.217668550,0.000000000,0.000000000,true,0,0
5.340000,0.041055226,0.020838972,1.963734148,-0.629092812,-0.330609156,0.666370896,-1.741684708,-0.541983068,-1.962025604,-5.247359911,-0.657361989,-5.805438878,0.000000000,0.000000000,true,0,0
5.350000,0.034676349,0.017505670,1.970298806,-0.646767816,-0.336062766,0.646467508,-1.792889855,-0.548831962,-2.017928974,-4.991599844,-0.713183862,-5.371640333,0.000000000,0.000000000,true,0,0
5.360000,0.028118206,0.014117479,1.976661708,-0.664941877,-0.341587733,0.626027136,-1.841475311,-0.556262086,-2.069386515,-4.723421857,-0.773607991,-4.916272915,0.000000000,0.000000000,true,0,0
5.370000,0.021375937,0.010673657,1.982817710,-0.683588176,-0.347190099,0.605095316,-1.887316899,-0.564319462,-2.116182536,-4.442825952,-0.838634376,-4.439336625,0.000000000,0.000000000,true,0,0
5.380000,0.014444961,0.007173398,1.988762135,-0.702678655,-0.352876366,0.583719743,-1.930290437,-0.573050114,-2.158101351,-4.149812128,-0.908263017,-3.940831462,0.000000000,0.000000000,true,0,0
5.390000,0.007320981,0.003615827,1.994490792,-0.722184011,-0.358653499,0.561950266,-1.970271748,-0.582500064,-2.194927269,-3.844380385,-0.982493913,-3.420757427,0.000000000,0.000000000,true,0,0
5.400000,0.000000000,0.000000000,2.000000000,-0.742073702,-0.364528919,0.539838893,-2.007136652,-0.592715333,-2.226444603,-3.526530723,-1.061327066,-2.879114519,0.000000000,0.000000000,true,0,0
5.410000,-0.007521668,-0.003675105,2.005286610,-0.762316018,-0.370510474,0.517439638,-2.040791461,-0.603727698,-2.252497439,-3.205410461,-1.140488227,-2.333835325,0.000000000,0.000000000,true,0,0
5.420000,-0.015247389,-0.007410590,2.010348015,-0.782878925,-0.376606046,0.494806882,-2.071264450,-0.615511944,-2.273168964,-2.890166916,-1.215703150,-1.802852434,0.000000000,0.000000000,true,0,0
5.430000,-0.023180210,-0.011207631,2.015182146,-0.803730897,-0.382823155,0.471993720,-2.098614388,-0.628028607,-2.288602142,-2.580800089,-1.286971835,-1.286165843,0.000000000,0.000000000,true,0,0
5.440000,-0.031322867,-0.015067482,2.019787460,-0.824840998,-0.389168928,0.449051823,-2.122900041,-0.641238226,-2.298939935,-2.277309980,-1.354294282,-0.783775555,0.000000000,0.000000000,true,0,0
5.450000,-0.039677789,-0.018991461,2.024162921,-0.846178879,-0.395650097,0.426031430,-2.144180177,-0.655101339,-2.304325307,-1.979696588,-1.417670490,-0.295681569,0.000000000,0.000000000,true,0,0
5.460000,-0.048247105,-0.022980956,2.028307990,-0.867714779,-0.402273001,0.402981349,-2.162513562,-0.669578482,-2.304901221,-1.687959915,-1.477100460,0.178116116,0.000000000,0.000000000,true,0,0
5.470000,-0.057032648,-0.027037414,2.032222607,-0.889419524,-0.409043582,0.379948960,-2.177958964,-0.684630194,-2.300810639,-1.402099959,-1.532584191,0.637617499,0.000000000,0.000000000,true,0,0
5.480000,-0.066035963,-0.031162338,2.035907181,-0.911264528,-0.415967389,0.356980214,-2.190575150,-0.700217012,-2.292196525,-1.122116721,-1.584121685,1.082822581,0.000000000,0.000000000,true,0,0
5.490000,-0.075258312,-0.035357289,2.039362572,-0.933221792,-0.423049575,0.334119632,-2.200420888,-0.716299473,-2.279201842,-0.848010201,-1.631712940,1.513731360,0.000000000,0.000000000,true,0,0
5.500000,-0.084700681,-0.039623874,2.042590078,-0.955263907,-0.430294899,0.311410303,-2.207554943,-0.732838116,-2.261969552,-0.579780398,-1.675357956,1.930343838,0.000000000,0.000000000,true,0,0
5.510000,-0.094363784,-0.043963746,2.045591422,-0.977364048,-0.437707726,0.288893889,-2.212036085,-0.749793478,-2.240642620,-0.317427313,-1.715056735,2.332660014,0.000000000,0.000000000,true,0,0
5.520000,-0.104248068,-0.048378600,2.048368733,-0.999495981,-0.445292026,0.266610623,-2.213923079,-0.767126097,-2.215364006,-0.060950946,-1.750809275,2.720679888,0.000000000,0.000000000,true,0,0
5.530000,-0.114353724,-0.052870170,2.050924541,-1.021634058,-0.453051374,0.244599305,-2.213274693,-0.784796510,-2.186276676,0.189648703,-1.782615577,3.094403461,0.000000000,0.000000000,true,0,0
5.540000,-0.124680686,-0.057440222,2.053261751,-1.043753220,-0.460988951,0.222897308,-2.210149694,-0.802765254,-2.153523592,0.434371634,-1.810475641,3.453830732,0.000000000,0.000000000,true,0,0
5.550000,-0.135228644,-0.062090552,2.055383638,-1.065828993,-0.469107542,0.201540576,-2.204606849,-0.820992868,-2.117247716,0.673217848,-1.834389466,3.798961701,0.000000000,0.000000000,true,0,0
5.560000,-0.145997042,-0.066822984,2.057293828,-1.087837493,-0.477409539,0.180563620,-2.196704926,-0.839439889,-2.077592012,0.906187344,-1.854357053,4.129796368,0.000000000,0.000000000,true,0,0
5.570000,-0.156985091,-0.071639361,2.058996287,-1.109755424,-0.485896940,0.159999525,-2.186502691,-0.858066855,-2.034699443,1.133280122,-1.870378402,4.446334734,0.000000000,0.000000000,true,0,0
5.580000,-0.168191773,-0.076541546,2.060495301,-1.131560075,-0.494571345,0.139879944,-2.174058912,-0.876834303,-1.988712972,1.354496182,-1.882453512,4.748576798,0.000000000,0.000000000,true,0,0
5.590000,-0.179615842,-0.081531415,2.061795468,-1.153229326,-0.503433962,0.120235102,-2.159432357,-0.895702771,-1.939775561,1.569835524,-1.890582384,5.036522560,0.000000000,0.000000000,true,0,0
5.600000,-0.191255836,-0.086610855,2.062901681,-1.174741642,-0.512485605,0.101093793,-2.142681791,-0.914632797,-1.888030175,1.779298149,-1.894765018,5.310172020,0.000000000,0.000000000,true,0,0
5.610000,-0.203110081,-0.091781759,2.063819114,-1.196076078,-0.521726692,0.082483382,-2.123865983,-0.933584918,-1.833619775,1.982884056,-1.895001414,5.569525179,0.000000000,0.000000000,true,0,0
5.620000,-0.215176697,-0.097046021,2.064553205,-1.217212274,-0.531157246,0.064429804,-2.103043699,-0.952519671,-1.776687325,2.180593245,-1.891291571,5.814582036,0.000000000,0.000000000,true,0,0
5.630000,-0.227453600,-0.102405534,2.065109648,-1.238130459,-0.540776896,0.046957566,-2.080273707,-0.971397595,-1.717375789,2.372425717,-1.883635490,6.045342591,0.000000000,0.000000000,true,0,0
5.640000,-0.239938515,-0.107862187,2.065494371,-1.258811451,-0.550584877,0.030089742,-2.055614774,-0.990179227,-1.655828128,2.558381470,-1.872033171,6.261806844,0.000000000,0.000000000,true,0,0
5.650000,-0.252628976,-0.113417856,2.065713530,-1.279236654,-0.560580028,0.013847980,-2.029125666,-1.008825104,-1.592187306,2.738460506,-1.856484614,6.463974796,0.000000000,0.000000000,true,0,0
5.660000,-0.265522336,-0.119074406,2.065773485,-1.299388060,-0.570760795,-0.001747503,-2.000865153,-1.027295765,-1.526596286,2.912662824,-1.836989818,6.651846446,0.000000000,0.000000000,true,0,0
5.670000,-0.278615767,-0.124833684,2.065680797,-1.319248248,-0.581125228,-0.016677921,-1.970891999,-1.045551746,-1.459198032,3.080988424,-1.813548784,6.825421794,0.000000000,0.000000000,true,0,0
5.680000,-0.291906274,-0.130697515,2.065442202,-1.338800387,-0.591670983,-0.030925916,-1.939264973,-1.063553586,-1.390135505,3.243437307,-1.786161511,6.984700841,0.000000000,0.000000000,true,0,0
5.690000,-0.305390694,-0.136667699,2.065064606,-1.358028231,-0.602395321,-0.044475560,-1.906042842,-1.081261822,-1.319551669,3.400009471,-1.754828000,7.129683585,0.000000000,0.000000000,true,0,0
5.700000,-0.319065705,-0.142746006,2.064555067,-1.376916123,-0.613295109,-0.057312355,-1.871284373,-1.098636992,-1.247589487,3.550704918,-1.719548251,7.260370028,0.000000000,0.000000000,true,0,0
5.710000,-0.332927833,-0.148934174,2.063920779,-1.395448993,-0.624366819,-0.069423232,-1.835048333,-1.115639633,-1.174391923,3.695523647,-1.680322264,7.376760170,0.000000000,0.000000000,true,0,0
5.720000,-0.346973453,-0.155233903,2.063169061,-1.413612360,-0.635606528,-0.080796552,-1.797393489,-1.132230283,-1.100101938,3.834465659,-1.637150039,7.478854009,0.000000000,0.000000000,true,0,0
5.730000,-0.361198802,-0.161646850,2.062307341,-1.431392329,-0.647009920,-0.091422106,-1.758378609,-1.148369480,-1.024862497,3.967530952,-1.590031575,7.566651547,0.000000000,0.000000000,true,0,0
5.740000,-0.375599977,-0.168174631,2.061343141,-1.448775595,-0.658572281,-0.101291114,-1.718062459,-1.164017761,-0.948816562,4.094719528,-1.538966873,7.640152783,0.000000000,0.000000000,true,0,0
5.750000,-0.390172949,-0.174818809,2.060284065,-1.465749437,-0.670288507,-0.110396225,-1.676503807,-1.179135663,-0.872107096,4.216031386,-1.483955932,7.699357717,0.000000000,0.000000000,true,0,0
5.760000,-0.404913561,-0.181580896,2.059137783,-1.482301725,-0.682153095,-0.118731520,-1.633761420,-1.193683725,-0.794877062,4.331466527,-1.424998754,7.744266350,0.000000000,0.000000000,true,0,0
5.770000,-0.419817539,-0.188462346,2.057912016,-1.498420915,-0.694160150,-0.126292508,-1.589894066,-1.207622484,-0.717269423,4.441024949,-1.362095337,7.774878680,0.000000000,0.000000000,true,0,0
5.780000,-0.434880499,-0.195464553,2.056614524,-1.514096052,-0.706303382,-0.133076127,-1.544960510,-1.220912478,-0.639427143,4.544706654,-1.295245681,7.791194709,0.000000000,0.000000000,true,0,0
5.790000,-0.450097946,-0.202588845,2.055253090,-1.529316767,-0.718576106,-0.139080745,-1.499019522,-1.233514244,-0.561493183,4.642511641,-1.224449788,7.793214437,0.000000000,0.000000000,true,0,0
5.800000,-0.465465287,-0.209836483,2.053835507,-1.544073280,-0.730971241,-0.144306161,-1.452129867,-1.245388320,-0.483610508,4.734439910,-1.149707656,7.780937862,0.000000000,0.000000000,true,0,0
5.810000,-0.480977833,-0.217208653,2.052369560,-1.558356398,-0.743481315,-0.148753603,-1.404350312,-1.256495243,-0.405922080,4.820491461,-1.071019286,7.754364986,0.000000000,0.000000000,true,0,0
